value,j_day,pred,pred_subcategory
0.26,1174,temp,NA
0.26,1175,temp,NA
0.26,1176,temp,NA
0.26,1177,temp,NA
0.26,1178,temp,NA
0.26,1179,temp,NA
0.26,1180,temp,NA
0.26,1181,temp,NA
0.26,1182,temp,NA
0.26,1183,temp,NA
0.26,1184,temp,NA
0.26,1185,temp,NA
6.23,1186,temp,NA
6.23,1187,temp,NA
6.23,1188,temp,NA
6.23,1189,temp,NA
6.23,1190,temp,NA
6.23,1191,temp,NA
6.23,1192,temp,NA
6.23,1193,temp,NA
6.23,1194,temp,NA
6.23,1195,temp,NA
6.23,1196,temp,NA
6.23,1197,temp,NA
6.23,1198,temp,NA
6.23,1199,temp,NA
6.23,1200,temp,NA
6.23,1201,temp,NA
6.23,1202,temp,NA
6.23,1203,temp,NA
6.23,1204,temp,NA
6.23,1205,temp,NA
6.23,1206,temp,NA
6.23,1207,temp,NA
6.23,1208,temp,NA
6.23,1209,temp,NA
6.23,1210,temp,NA
6.23,1211,temp,NA
6.23,1212,temp,NA
6.23,1213,temp,NA
6.23,1214,temp,NA
6.23,1215,temp,NA
12.54,1216,temp,NA
12.54,1217,temp,NA
12.54,1218,temp,NA
12.54,1219,temp,NA
12.54,1220,temp,NA
12.54,1221,temp,NA
12.54,1222,temp,NA
12.54,1223,temp,NA
12.54,1224,temp,NA
12.54,1225,temp,NA
12.54,1226,temp,NA
12.54,1227,temp,NA
12.54,1228,temp,NA
12.54,1229,temp,NA
12.54,1230,temp,NA
12.54,1231,temp,NA
12.54,1232,temp,NA
12.54,1233,temp,NA
12.54,1234,temp,NA
12.54,1235,temp,NA
12.54,1236,temp,NA
12.54,1237,temp,NA
12.54,1238,temp,NA
12.54,1239,temp,NA
12.54,1240,temp,NA
12.54,1241,temp,NA
12.54,1242,temp,NA
12.54,1243,temp,NA
12.54,1244,temp,NA
12.54,1245,temp,NA
12.54,1246,temp,NA
17.72,1247,temp,NA
17.72,1248,temp,NA
17.72,1249,temp,NA
17.72,1250,temp,NA
17.72,1251,temp,NA
17.72,1252,temp,NA
17.72,1253,temp,NA
17.72,1254,temp,NA
17.72,1255,temp,NA
17.72,1256,temp,NA
17.72,1257,temp,NA
17.72,1258,temp,NA
17.72,1259,temp,NA
17.72,1260,temp,NA
17.72,1261,temp,NA
17.72,1262,temp,NA
17.72,1263,temp,NA
17.72,1264,temp,NA
17.72,1265,temp,NA
17.72,1266,temp,NA
17.72,1267,temp,NA
17.72,1268,temp,NA
17.72,1269,temp,NA
17.72,1270,temp,NA
17.72,1271,temp,NA
17.72,1272,temp,NA
17.72,1273,temp,NA
17.72,1274,temp,NA
17.72,1275,temp,NA
17.72,1276,temp,NA
20.79,1277,temp,NA
20.79,1278,temp,NA
20.79,1279,temp,NA
20.79,1280,temp,NA
20.79,1281,temp,NA
20.79,1282,temp,NA
20.79,1283,temp,NA
20.79,1284,temp,NA
20.79,1285,temp,NA
20.79,1286,temp,NA
20.79,1287,temp,NA
20.79,1288,temp,NA
20.79,1289,temp,NA
20.79,1290,temp,NA
20.79,1291,temp,NA
20.79,1292,temp,NA
20.79,1293,temp,NA
20.79,1294,temp,NA
20.79,1295,temp,NA
20.79,1296,temp,NA
20.79,1297,temp,NA
20.79,1298,temp,NA
20.79,1299,temp,NA
20.79,1300,temp,NA
20.79,1301,temp,NA
20.79,1302,temp,NA
20.79,1303,temp,NA
20.79,1304,temp,NA
20.79,1305,temp,NA
20.79,1306,temp,NA
20.79,1307,temp,NA
20.09,1308,temp,NA
20.09,1309,temp,NA
20.09,1310,temp,NA
20.09,1311,temp,NA
20.09,1312,temp,NA
20.09,1313,temp,NA
20.09,1314,temp,NA
20.09,1315,temp,NA
20.09,1316,temp,NA
20.09,1317,temp,NA
20.09,1318,temp,NA
20.09,1319,temp,NA
20.09,1320,temp,NA
20.09,1321,temp,NA
20.09,1322,temp,NA
20.09,1323,temp,NA
20.09,1324,temp,NA
20.09,1325,temp,NA
20.09,1326,temp,NA
20.09,1327,temp,NA
20.09,1328,temp,NA
20.09,1329,temp,NA
20.09,1330,temp,NA
20.09,1331,temp,NA
20.09,1332,temp,NA
20.09,1333,temp,NA
20.09,1334,temp,NA
20.09,1335,temp,NA
20.09,1336,temp,NA
20.09,1337,temp,NA
20.09,1338,temp,NA
16.23,1339,temp,NA
16.23,1340,temp,NA
16.23,1341,temp,NA
16.23,1342,temp,NA
16.23,1343,temp,NA
16.23,1344,temp,NA
16.23,1345,temp,NA
16.23,1346,temp,NA
16.23,1347,temp,NA
16.23,1348,temp,NA
16.23,1349,temp,NA
16.23,1350,temp,NA
16.23,1351,temp,NA
16.23,1352,temp,NA
16.23,1353,temp,NA
16.23,1354,temp,NA
16.23,1355,temp,NA
16.23,1356,temp,NA
16.23,1357,temp,NA
16.23,1358,temp,NA
16.23,1359,temp,NA
16.23,1360,temp,NA
16.23,1361,temp,NA
16.23,1362,temp,NA
16.23,1363,temp,NA
16.23,1364,temp,NA
16.23,1365,temp,NA
16.23,1366,temp,NA
16.23,1367,temp,NA
16.23,1368,temp,NA
9.82,1369,temp,NA
9.82,1370,temp,NA
9.82,1371,temp,NA
9.82,1372,temp,NA
9.82,1373,temp,NA
9.82,1374,temp,NA
9.82,1375,temp,NA
9.82,1376,temp,NA
9.82,1377,temp,NA
9.82,1378,temp,NA
9.82,1379,temp,NA
9.82,1380,temp,NA
9.82,1381,temp,NA
9.82,1382,temp,NA
9.82,1383,temp,NA
9.82,1384,temp,NA
9.82,1385,temp,NA
9.82,1386,temp,NA
9.82,1387,temp,NA
9.82,1388,temp,NA
9.82,1389,temp,NA
9.82,1390,temp,NA
9.82,1391,temp,NA
9.82,1392,temp,NA
9.82,1393,temp,NA
9.82,1394,temp,NA
9.82,1395,temp,NA
9.82,1396,temp,NA
9.82,1397,temp,NA
9.82,1398,temp,NA
9.82,1399,temp,NA
4.21,1400,temp,NA
4.21,1401,temp,NA
4.21,1402,temp,NA
4.21,1403,temp,NA
4.21,1404,temp,NA
4.21,1405,temp,NA
4.21,1406,temp,NA
4.21,1407,temp,NA
4.21,1408,temp,NA
4.21,1409,temp,NA
4.21,1410,temp,NA
4.21,1411,temp,NA
4.21,1412,temp,NA
4.21,1413,temp,NA
4.21,1414,temp,NA
4.21,1415,temp,NA
4.21,1416,temp,NA
4.21,1417,temp,NA
4.21,1418,temp,NA
4.21,1419,temp,NA
4.21,1420,temp,NA
4.21,1421,temp,NA
4.21,1422,temp,NA
4.21,1423,temp,NA
4.21,1424,temp,NA
4.21,1425,temp,NA
4.21,1426,temp,NA
4.21,1427,temp,NA
4.21,1428,temp,NA
4.21,1429,temp,NA
-0,1430,temp,NA
-0,1431,temp,NA
-0,1432,temp,NA
-0,1433,temp,NA
-0,1434,temp,NA
-0,1435,temp,NA
-0,1436,temp,NA
-0,1437,temp,NA
-0,1438,temp,NA
-0,1439,temp,NA
-0,1440,temp,NA
-0,1441,temp,NA
-0,1442,temp,NA
-0,1443,temp,NA
-0,1444,temp,NA
-0,1445,temp,NA
-0,1446,temp,NA
-0,1447,temp,NA
-0,1448,temp,NA
-0,1449,temp,NA
-0,1450,temp,NA
-0,1451,temp,NA
-0,1452,temp,NA
-0,1453,temp,NA
-0,1454,temp,NA
-0,1455,temp,NA
-0,1456,temp,NA
-0,1457,temp,NA
-0,1458,temp,NA
-0,1459,temp,NA
-0,1460,temp,NA
-0,1461,temp,NA
-0,1462,temp,NA
-0,1463,temp,NA
-0,1464,temp,NA
-0,1465,temp,NA
-0,1466,temp,NA
-0,1467,temp,NA
-0,1468,temp,NA
-0,1469,temp,NA
-0,1470,temp,NA
-0,1471,temp,NA
-0,1472,temp,NA
-0,1473,temp,NA
-0,1474,temp,NA
-0,1475,temp,NA
-0,1476,temp,NA
-0,1477,temp,NA
-0,1478,temp,NA
-0,1479,temp,NA
-0,1480,temp,NA
-0,1481,temp,NA
-0,1482,temp,NA
-0,1483,temp,NA
-0,1484,temp,NA
-0,1485,temp,NA
-0,1486,temp,NA
-0,1487,temp,NA
-0,1488,temp,NA
-0,1489,temp,NA
-0,1490,temp,NA
-0,1491,temp,NA
-0,1492,temp,NA
-0,1493,temp,NA
-0,1494,temp,NA
-0,1495,temp,NA
-0,1496,temp,NA
-0,1497,temp,NA
-0,1498,temp,NA
-0,1499,temp,NA
-0,1500,temp,NA
-0,1501,temp,NA
-0,1502,temp,NA
-0,1503,temp,NA
-0,1504,temp,NA
-0,1505,temp,NA
-0,1506,temp,NA
-0,1507,temp,NA
-0,1508,temp,NA
-0,1509,temp,NA
-0,1510,temp,NA
-0,1511,temp,NA
-0,1512,temp,NA
-0,1513,temp,NA
-0,1514,temp,NA
-0,1515,temp,NA
-0,1516,temp,NA
-0,1517,temp,NA
-0,1518,temp,NA
-0,1519,temp,NA
0.26,1520,temp,NA
0.26,1521,temp,NA
0.26,1522,temp,NA
0.26,1523,temp,NA
0.26,1524,temp,NA
0.26,1525,temp,NA
0.26,1526,temp,NA
0.26,1527,temp,NA
0.26,1528,temp,NA
0.26,1529,temp,NA
0.26,1530,temp,NA
0.26,1531,temp,NA
0.26,1532,temp,NA
0.26,1533,temp,NA
0.26,1534,temp,NA
0.26,1535,temp,NA
0.26,1536,temp,NA
0.26,1537,temp,NA
0.26,1538,temp,NA
0.26,1539,temp,NA
0.26,1540,temp,NA
0.26,1541,temp,NA
0.26,1542,temp,NA
0.26,1543,temp,NA
0.26,1544,temp,NA
0.26,1545,temp,NA
0.26,1546,temp,NA
0.26,1547,temp,NA
0.26,1548,temp,NA
0.26,1549,temp,NA
0.26,1550,temp,NA
6.23,1551,temp,NA
6.23,1552,temp,NA
6.23,1553,temp,NA
6.23,1554,temp,NA
6.23,1555,temp,NA
6.23,1556,temp,NA
6.23,1557,temp,NA
6.23,1558,temp,NA
6.23,1559,temp,NA
6.23,1560,temp,NA
6.23,1561,temp,NA
6.23,1562,temp,NA
6.23,1563,temp,NA
6.23,1564,temp,NA
6.23,1565,temp,NA
6.23,1566,temp,NA
6.23,1567,temp,NA
6.23,1568,temp,NA
6.23,1569,temp,NA
6.23,1570,temp,NA
6.23,1571,temp,NA
6.23,1572,temp,NA
6.23,1573,temp,NA
6.23,1574,temp,NA
6.23,1575,temp,NA
6.23,1576,temp,NA
6.23,1577,temp,NA
6.23,1578,temp,NA
6.23,1579,temp,NA
6.23,1580,temp,NA
12.54,1581,temp,NA
12.54,1582,temp,NA
12.54,1583,temp,NA
12.54,1584,temp,NA
12.54,1585,temp,NA
12.54,1586,temp,NA
12.54,1587,temp,NA
12.54,1588,temp,NA
12.54,1589,temp,NA
12.54,1590,temp,NA
12.54,1591,temp,NA
12.54,1592,temp,NA
12.54,1593,temp,NA
12.54,1594,temp,NA
12.54,1595,temp,NA
12.54,1596,temp,NA
12.54,1597,temp,NA
12.54,1598,temp,NA
12.54,1599,temp,NA
12.54,1600,temp,NA
12.54,1601,temp,NA
12.54,1602,temp,NA
12.54,1603,temp,NA
12.54,1604,temp,NA
12.54,1605,temp,NA
12.54,1606,temp,NA
12.54,1607,temp,NA
12.54,1608,temp,NA
12.54,1609,temp,NA
12.54,1610,temp,NA
12.54,1611,temp,NA
17.72,1612,temp,NA
17.72,1613,temp,NA
17.72,1614,temp,NA
17.72,1615,temp,NA
17.72,1616,temp,NA
17.72,1617,temp,NA
17.72,1618,temp,NA
17.72,1619,temp,NA
17.72,1620,temp,NA
17.72,1621,temp,NA
17.72,1622,temp,NA
17.72,1623,temp,NA
17.72,1624,temp,NA
17.72,1625,temp,NA
17.72,1626,temp,NA
17.72,1627,temp,NA
17.72,1628,temp,NA
17.72,1629,temp,NA
17.72,1630,temp,NA
17.72,1631,temp,NA
17.72,1632,temp,NA
17.72,1633,temp,NA
17.72,1634,temp,NA
17.72,1635,temp,NA
17.72,1636,temp,NA
17.72,1637,temp,NA
17.72,1638,temp,NA
17.72,1639,temp,NA
17.72,1640,temp,NA
17.72,1641,temp,NA
20.79,1642,temp,NA
20.79,1643,temp,NA
20.79,1644,temp,NA
20.79,1645,temp,NA
20.79,1646,temp,NA
20.79,1647,temp,NA
20.79,1648,temp,NA
20.79,1649,temp,NA
20.79,1650,temp,NA
20.79,1651,temp,NA
20.79,1652,temp,NA
20.79,1653,temp,NA
20.79,1654,temp,NA
20.79,1655,temp,NA
20.79,1656,temp,NA
20.79,1657,temp,NA
20.79,1658,temp,NA
20.79,1659,temp,NA
20.79,1660,temp,NA
20.79,1661,temp,NA
20.79,1662,temp,NA
20.79,1663,temp,NA
20.79,1664,temp,NA
20.79,1665,temp,NA
20.79,1666,temp,NA
20.79,1667,temp,NA
20.79,1668,temp,NA
20.79,1669,temp,NA
20.79,1670,temp,NA
20.79,1671,temp,NA
20.79,1672,temp,NA
20.09,1673,temp,NA
20.09,1674,temp,NA
20.09,1675,temp,NA
20.09,1676,temp,NA
20.09,1677,temp,NA
20.09,1678,temp,NA
20.09,1679,temp,NA
20.09,1680,temp,NA
20.09,1681,temp,NA
20.09,1682,temp,NA
20.09,1683,temp,NA
20.09,1684,temp,NA
20.09,1685,temp,NA
20.09,1686,temp,NA
20.09,1687,temp,NA
20.09,1688,temp,NA
20.09,1689,temp,NA
20.09,1690,temp,NA
20.09,1691,temp,NA
20.09,1692,temp,NA
20.09,1693,temp,NA
20.09,1694,temp,NA
20.09,1695,temp,NA
20.09,1696,temp,NA
20.09,1697,temp,NA
20.09,1698,temp,NA
20.09,1699,temp,NA
20.09,1700,temp,NA
20.09,1701,temp,NA
20.09,1702,temp,NA
20.09,1703,temp,NA
16.23,1704,temp,NA
16.23,1705,temp,NA
16.23,1706,temp,NA
16.23,1707,temp,NA
16.23,1708,temp,NA
16.23,1709,temp,NA
16.23,1710,temp,NA
16.23,1711,temp,NA
16.23,1712,temp,NA
16.23,1713,temp,NA
16.23,1714,temp,NA
16.23,1715,temp,NA
16.23,1716,temp,NA
16.23,1717,temp,NA
16.23,1718,temp,NA
16.23,1719,temp,NA
16.23,1720,temp,NA
16.23,1721,temp,NA
16.23,1722,temp,NA
16.23,1723,temp,NA
16.23,1724,temp,NA
16.23,1725,temp,NA
16.23,1726,temp,NA
16.23,1727,temp,NA
16.23,1728,temp,NA
16.23,1729,temp,NA
16.23,1730,temp,NA
16.23,1731,temp,NA
16.23,1732,temp,NA
16.23,1733,temp,NA
9.82,1734,temp,NA
9.82,1735,temp,NA
9.82,1736,temp,NA
9.82,1737,temp,NA
9.82,1738,temp,NA
9.82,1739,temp,NA
9.82,1740,temp,NA
9.82,1741,temp,NA
9.82,1742,temp,NA
9.82,1743,temp,NA
9.82,1744,temp,NA
9.82,1745,temp,NA
9.82,1746,temp,NA
9.82,1747,temp,NA
9.82,1748,temp,NA
9.82,1749,temp,NA
9.82,1750,temp,NA
9.82,1751,temp,NA
9.82,1752,temp,NA
9.82,1753,temp,NA
9.82,1754,temp,NA
9.82,1755,temp,NA
9.82,1756,temp,NA
9.82,1757,temp,NA
9.82,1758,temp,NA
9.82,1759,temp,NA
9.82,1760,temp,NA
9.82,1761,temp,NA
9.82,1762,temp,NA
9.82,1763,temp,NA
9.82,1764,temp,NA
4.21,1765,temp,NA
4.21,1766,temp,NA
4.21,1767,temp,NA
4.21,1768,temp,NA
4.21,1769,temp,NA
4.21,1770,temp,NA
4.21,1771,temp,NA
4.21,1772,temp,NA
4.21,1773,temp,NA
4.21,1774,temp,NA
4.21,1775,temp,NA
4.21,1776,temp,NA
4.21,1777,temp,NA
4.21,1778,temp,NA
4.21,1779,temp,NA
4.21,1780,temp,NA
4.21,1781,temp,NA
4.21,1782,temp,NA
4.21,1783,temp,NA
4.21,1784,temp,NA
4.21,1785,temp,NA
4.21,1786,temp,NA
4.21,1787,temp,NA
4.21,1788,temp,NA
4.21,1789,temp,NA
4.21,1790,temp,NA
4.21,1791,temp,NA
4.21,1792,temp,NA
4.21,1793,temp,NA
4.21,1794,temp,NA
-0,1795,temp,NA
-0,1796,temp,NA
-0,1797,temp,NA
-0,1798,temp,NA
-0,1799,temp,NA
-0,1800,temp,NA
-0,1801,temp,NA
-0,1802,temp,NA
-0,1803,temp,NA
-0,1804,temp,NA
-0,1805,temp,NA
-0,1806,temp,NA
-0,1807,temp,NA
-0,1808,temp,NA
-0,1809,temp,NA
-0,1810,temp,NA
-0,1811,temp,NA
-0,1812,temp,NA
-0,1813,temp,NA
-0,1814,temp,NA
-0,1815,temp,NA
-0,1816,temp,NA
-0,1817,temp,NA
-0,1818,temp,NA
-0,1819,temp,NA
-0,1820,temp,NA
-0,1821,temp,NA
-0,1822,temp,NA
-0,1823,temp,NA
-0,1824,temp,NA
-0,1825,temp,NA
-0,1826,temp,NA
-0,1827,temp,NA
-0,1828,temp,NA
-0,1829,temp,NA
-0,1830,temp,NA
-0,1831,temp,NA
-0,1832,temp,NA
-0,1833,temp,NA
-0,1834,temp,NA
-0,1835,temp,NA
-0,1836,temp,NA
-0,1837,temp,NA
-0,1838,temp,NA
-0,1839,temp,NA
-0,1840,temp,NA
-0,1841,temp,NA
-0,1842,temp,NA
-0,1843,temp,NA
-0,1844,temp,NA
-0,1845,temp,NA
-0,1846,temp,NA
-0,1847,temp,NA
-0,1848,temp,NA
-0,1849,temp,NA
-0,1850,temp,NA
-0,1851,temp,NA
-0,1852,temp,NA
-0,1853,temp,NA
-0,1854,temp,NA
-0,1855,temp,NA
-0,1856,temp,NA
-0,1857,temp,NA
-0,1858,temp,NA
-0,1859,temp,NA
-0,1860,temp,NA
-0,1861,temp,NA
-0,1862,temp,NA
-0,1863,temp,NA
-0,1864,temp,NA
-0,1865,temp,NA
-0,1866,temp,NA
-0,1867,temp,NA
-0,1868,temp,NA
-0,1869,temp,NA
-0,1870,temp,NA
-0,1871,temp,NA
-0,1872,temp,NA
-0,1873,temp,NA
-0,1874,temp,NA
-0,1875,temp,NA
-0,1876,temp,NA
-0,1877,temp,NA
-0,1878,temp,NA
-0,1879,temp,NA
-0,1880,temp,NA
-0,1881,temp,NA
-0,1882,temp,NA
-0,1883,temp,NA
-0,1884,temp,NA
0.26,1885,temp,NA
0.26,1886,temp,NA
0.26,1887,temp,NA
0.26,1888,temp,NA
0.26,1889,temp,NA
0.26,1890,temp,NA
0.26,1891,temp,NA
0.26,1892,temp,NA
0.26,1893,temp,NA
0.26,1894,temp,NA
0.26,1895,temp,NA
0.26,1896,temp,NA
0.26,1897,temp,NA
0.26,1898,temp,NA
0.26,1899,temp,NA
0.26,1900,temp,NA
0.26,1901,temp,NA
0.26,1902,temp,NA
0.26,1903,temp,NA
0.26,1904,temp,NA
0.26,1905,temp,NA
0.26,1906,temp,NA
0.26,1907,temp,NA
0.26,1908,temp,NA
0.26,1909,temp,NA
0.26,1910,temp,NA
0.26,1911,temp,NA
0.26,1912,temp,NA
0.26,1913,temp,NA
0.26,1914,temp,NA
0.26,1915,temp,NA
6.23,1916,temp,NA
6.23,1917,temp,NA
6.23,1918,temp,NA
6.23,1919,temp,NA
6.23,1920,temp,NA
6.23,1921,temp,NA
6.23,1922,temp,NA
6.23,1923,temp,NA
6.23,1924,temp,NA
6.23,1925,temp,NA
6.23,1926,temp,NA
6.23,1927,temp,NA
6.23,1928,temp,NA
6.23,1929,temp,NA
6.23,1930,temp,NA
6.23,1931,temp,NA
6.23,1932,temp,NA
6.23,1933,temp,NA
6.23,1934,temp,NA
6.23,1935,temp,NA
6.23,1936,temp,NA
6.23,1937,temp,NA
6.23,1938,temp,NA
6.23,1939,temp,NA
6.23,1940,temp,NA
6.23,1941,temp,NA
6.23,1942,temp,NA
6.23,1943,temp,NA
6.23,1944,temp,NA
6.23,1945,temp,NA
12.54,1946,temp,NA
12.54,1947,temp,NA
12.54,1948,temp,NA
12.54,1949,temp,NA
12.54,1950,temp,NA
12.54,1951,temp,NA
12.54,1952,temp,NA
12.54,1953,temp,NA
12.54,1954,temp,NA
12.54,1955,temp,NA
12.54,1956,temp,NA
12.54,1957,temp,NA
12.54,1958,temp,NA
12.54,1959,temp,NA
12.54,1960,temp,NA
12.54,1961,temp,NA
12.54,1962,temp,NA
12.54,1963,temp,NA
12.54,1964,temp,NA
12.54,1965,temp,NA
12.54,1966,temp,NA
12.54,1967,temp,NA
12.54,1968,temp,NA
12.54,1969,temp,NA
12.54,1970,temp,NA
12.54,1971,temp,NA
12.54,1972,temp,NA
12.54,1973,temp,NA
12.54,1974,temp,NA
12.54,1975,temp,NA
12.54,1976,temp,NA
17.72,1977,temp,NA
17.72,1978,temp,NA
17.72,1979,temp,NA
17.72,1980,temp,NA
17.72,1981,temp,NA
17.72,1982,temp,NA
17.72,1983,temp,NA
17.72,1984,temp,NA
17.72,1985,temp,NA
17.72,1986,temp,NA
17.72,1987,temp,NA
17.72,1988,temp,NA
17.72,1989,temp,NA
17.72,1990,temp,NA
17.72,1991,temp,NA
17.72,1992,temp,NA
17.72,1993,temp,NA
17.72,1994,temp,NA
17.72,1995,temp,NA
17.72,1996,temp,NA
17.72,1997,temp,NA
17.72,1998,temp,NA
17.72,1999,temp,NA
17.72,2000,temp,NA
17.72,2001,temp,NA
17.72,2002,temp,NA
17.72,2003,temp,NA
17.72,2004,temp,NA
17.72,2005,temp,NA
17.72,2006,temp,NA
20.79,2007,temp,NA
20.79,2008,temp,NA
20.79,2009,temp,NA
20.79,2010,temp,NA
20.79,2011,temp,NA
20.79,2012,temp,NA
20.79,2013,temp,NA
20.79,2014,temp,NA
20.79,2015,temp,NA
20.79,2016,temp,NA
20.79,2017,temp,NA
20.79,2018,temp,NA
20.79,2019,temp,NA
20.79,2020,temp,NA
20.79,2021,temp,NA
20.79,2022,temp,NA
20.79,2023,temp,NA
20.79,2024,temp,NA
20.79,2025,temp,NA
20.79,2026,temp,NA
20.79,2027,temp,NA
20.79,2028,temp,NA
20.79,2029,temp,NA
20.79,2030,temp,NA
20.79,2031,temp,NA
20.79,2032,temp,NA
20.79,2033,temp,NA
20.79,2034,temp,NA
20.79,2035,temp,NA
20.79,2036,temp,NA
20.79,2037,temp,NA
20.09,2038,temp,NA
20.09,2039,temp,NA
20.09,2040,temp,NA
20.09,2041,temp,NA
20.09,2042,temp,NA
20.09,2043,temp,NA
20.09,2044,temp,NA
20.09,2045,temp,NA
20.09,2046,temp,NA
20.09,2047,temp,NA
20.09,2048,temp,NA
20.09,2049,temp,NA
20.09,2050,temp,NA
20.09,2051,temp,NA
20.09,2052,temp,NA
20.09,2053,temp,NA
20.09,2054,temp,NA
20.09,2055,temp,NA
20.09,2056,temp,NA
20.09,2057,temp,NA
20.09,2058,temp,NA
20.09,2059,temp,NA
20.09,2060,temp,NA
20.09,2061,temp,NA
20.09,2062,temp,NA
20.09,2063,temp,NA
20.09,2064,temp,NA
20.09,2065,temp,NA
20.09,2066,temp,NA
20.09,2067,temp,NA
20.09,2068,temp,NA
16.23,2069,temp,NA
16.23,2070,temp,NA
16.23,2071,temp,NA
16.23,2072,temp,NA
16.23,2073,temp,NA
16.23,2074,temp,NA
16.23,2075,temp,NA
16.23,2076,temp,NA
16.23,2077,temp,NA
16.23,2078,temp,NA
16.23,2079,temp,NA
16.23,2080,temp,NA
16.23,2081,temp,NA
16.23,2082,temp,NA
16.23,2083,temp,NA
16.23,2084,temp,NA
16.23,2085,temp,NA
16.23,2086,temp,NA
16.23,2087,temp,NA
16.23,2088,temp,NA
16.23,2089,temp,NA
16.23,2090,temp,NA
16.23,2091,temp,NA
16.23,2092,temp,NA
16.23,2093,temp,NA
16.23,2094,temp,NA
16.23,2095,temp,NA
16.23,2096,temp,NA
16.23,2097,temp,NA
16.23,2098,temp,NA
9.82,2099,temp,NA
9.82,2100,temp,NA
9.82,2101,temp,NA
9.82,2102,temp,NA
9.82,2103,temp,NA
9.82,2104,temp,NA
9.82,2105,temp,NA
9.82,2106,temp,NA
9.82,2107,temp,NA
9.82,2108,temp,NA
9.82,2109,temp,NA
9.82,2110,temp,NA
9.82,2111,temp,NA
9.82,2112,temp,NA
9.82,2113,temp,NA
9.82,2114,temp,NA
9.82,2115,temp,NA
9.82,2116,temp,NA
9.82,2117,temp,NA
9.82,2118,temp,NA
9.82,2119,temp,NA
9.82,2120,temp,NA
9.82,2121,temp,NA
9.82,2122,temp,NA
9.82,2123,temp,NA
9.82,2124,temp,NA
9.82,2125,temp,NA
9.82,2126,temp,NA
9.82,2127,temp,NA
9.82,2128,temp,NA
9.82,2129,temp,NA
4.21,2130,temp,NA
4.21,2131,temp,NA
4.21,2132,temp,NA
4.21,2133,temp,NA
4.21,2134,temp,NA
4.21,2135,temp,NA
4.21,2136,temp,NA
4.21,2137,temp,NA
4.21,2138,temp,NA
4.21,2139,temp,NA
4.21,2140,temp,NA
4.21,2141,temp,NA
4.21,2142,temp,NA
4.21,2143,temp,NA
4.21,2144,temp,NA
4.21,2145,temp,NA
4.21,2146,temp,NA
4.21,2147,temp,NA
4.21,2148,temp,NA
4.21,2149,temp,NA
4.21,2150,temp,NA
4.21,2151,temp,NA
4.21,2152,temp,NA
4.21,2153,temp,NA
4.21,2154,temp,NA
4.21,2155,temp,NA
4.21,2156,temp,NA
4.21,2157,temp,NA
4.21,2158,temp,NA
4.21,2159,temp,NA
-0,2160,temp,NA
-0,2161,temp,NA
-0,2162,temp,NA
-0,2163,temp,NA
-0,2164,temp,NA
-0,2165,temp,NA
-0,2166,temp,NA
-0,2167,temp,NA
-0,2168,temp,NA
-0,2169,temp,NA
-0,2170,temp,NA
-0,2171,temp,NA
-0,2172,temp,NA
-0,2173,temp,NA
-0,2174,temp,NA
-0,2175,temp,NA
-0,2176,temp,NA
-0,2177,temp,NA
-0,2178,temp,NA
-0,2179,temp,NA
-0,2180,temp,NA
-0,2181,temp,NA
-0,2182,temp,NA
-0,2183,temp,NA
-0,2184,temp,NA
-0,2185,temp,NA
-0,2186,temp,NA
-0,2187,temp,NA
-0,2188,temp,NA
-0,2189,temp,NA
-0,2190,temp,NA
-0,2191,temp,NA
-0,2192,temp,NA
-0,2193,temp,NA
-0,2194,temp,NA
-0,2195,temp,NA
-0,2196,temp,NA
-0,2197,temp,NA
-0,2198,temp,NA
-0,2199,temp,NA
-0,2200,temp,NA
-0,2201,temp,NA
-0,2202,temp,NA
-0,2203,temp,NA
-0,2204,temp,NA
-0,2205,temp,NA
-0,2206,temp,NA
-0,2207,temp,NA
-0,2208,temp,NA
-0,2209,temp,NA
-0,2210,temp,NA
-0,2211,temp,NA
-0,2212,temp,NA
-0,2213,temp,NA
-0,2214,temp,NA
-0,2215,temp,NA
-0,2216,temp,NA
-0,2217,temp,NA
-0,2218,temp,NA
-0,2219,temp,NA
-0,2220,temp,NA
-0,2221,temp,NA
-0,2222,temp,NA
-0,2223,temp,NA
-0,2224,temp,NA
-0,2225,temp,NA
-0,2226,temp,NA
-0,2227,temp,NA
-0,2228,temp,NA
-0,2229,temp,NA
-0,2230,temp,NA
-0,2231,temp,NA
-0,2232,temp,NA
-0,2233,temp,NA
-0,2234,temp,NA
-0,2235,temp,NA
-0,2236,temp,NA
-0,2237,temp,NA
-0,2238,temp,NA
-0,2239,temp,NA
-0,2240,temp,NA
-0,2241,temp,NA
-0,2242,temp,NA
-0,2243,temp,NA
-0,2244,temp,NA
-0,2245,temp,NA
-0,2246,temp,NA
-0,2247,temp,NA
-0,2248,temp,NA
-0,2249,temp,NA
0.26,2250,temp,NA
0.26,2251,temp,NA
0.26,2252,temp,NA
0.26,2253,temp,NA
0.26,2254,temp,NA
0.26,2255,temp,NA
0.26,2256,temp,NA
0.26,2257,temp,NA
0.26,2258,temp,NA
0.26,2259,temp,NA
0.26,2260,temp,NA
0.26,2261,temp,NA
0.26,2262,temp,NA
0.26,2263,temp,NA
0.26,2264,temp,NA
0.26,2265,temp,NA
0.26,2266,temp,NA
0.26,2267,temp,NA
0.26,2268,temp,NA
0.26,2269,temp,NA
