j_day,host_spp,host_den
932,rodent,200
933,deer,20
933,rodent,200
934,deer,20
934,rodent,200
935,deer,20
935,rodent,200
936,deer,20
936,rodent,200
937,deer,20
937,rodent,200
938,deer,20
938,rodent,200
939,deer,20
939,rodent,200
940,deer,20
940,rodent,200
941,deer,20
941,rodent,200
942,deer,20
942,rodent,200
943,deer,20
943,rodent,200
944,deer,20
944,rodent,200
945,deer,20
945,rodent,200
946,deer,20
946,rodent,200
947,deer,20
947,rodent,200
948,deer,20
948,rodent,200
949,deer,20
949,rodent,200
950,deer,20
950,rodent,200
951,deer,20
951,rodent,200
952,deer,20
952,rodent,200
953,deer,20
953,rodent,200
954,deer,20
954,rodent,200
955,deer,20
955,rodent,200
956,deer,20
956,rodent,200
957,deer,20
957,rodent,200
958,deer,20
958,rodent,200
959,deer,20
959,rodent,200
960,deer,20
960,rodent,200
961,deer,20
961,rodent,200
962,deer,20
962,rodent,200
963,deer,20
963,rodent,200
964,deer,20
964,rodent,200
965,deer,20
965,rodent,200
966,deer,20
966,rodent,200
967,deer,20
967,rodent,200
968,deer,20
968,rodent,200
969,deer,20
969,rodent,200
970,deer,20
970,rodent,200
971,deer,20
971,rodent,200
972,deer,20
972,rodent,200
973,deer,20
973,rodent,200
974,deer,20
974,rodent,200
975,deer,20
975,rodent,200
976,deer,20
976,rodent,200
977,deer,20
977,rodent,200
978,deer,20
978,rodent,200
979,deer,20
979,rodent,200
980,deer,20
980,rodent,200
981,deer,20
981,rodent,200
982,deer,20
982,rodent,200
983,deer,20
983,rodent,200
984,deer,20
984,rodent,200
985,deer,20
985,rodent,200
986,deer,20
986,rodent,200
987,deer,20
987,rodent,200
988,deer,20
988,rodent,200
989,deer,20
989,rodent,200
990,deer,20
990,rodent,200
991,deer,20
991,rodent,200
992,deer,20
992,rodent,200
993,deer,20
993,rodent,200
994,deer,20
994,rodent,200
995,deer,20
995,rodent,200
996,deer,20
996,rodent,200
997,deer,20
997,rodent,200
998,deer,20
998,rodent,200
999,deer,20
999,rodent,200
1000,deer,20
1000,rodent,200
1001,deer,20
1001,rodent,200
1002,deer,20
1002,rodent,200
1003,deer,20
1003,rodent,200
1004,deer,20
1004,rodent,200
1005,deer,20
1005,rodent,200
1006,deer,20
1006,rodent,200
1007,deer,20
1007,rodent,200
1008,deer,20
1008,rodent,200
1009,deer,20
1009,rodent,200
1010,deer,20
1010,rodent,200
1011,deer,20
1011,rodent,200
1012,deer,20
1012,rodent,200
1013,deer,20
1013,rodent,200
1014,deer,20
1014,rodent,200
1015,deer,20
1015,rodent,200
1016,deer,20
1016,rodent,200
1017,deer,20
1017,rodent,200
1018,deer,20
1018,rodent,200
1019,deer,20
1019,rodent,200
1020,deer,20
1020,rodent,200
1021,deer,20
1021,rodent,200
1022,deer,20
1022,rodent,200
1023,deer,20
1023,rodent,200
1024,deer,20
1024,rodent,200
1025,deer,20
1025,rodent,200
1026,deer,20
1026,rodent,200
1027,deer,20
1027,rodent,200
1028,deer,20
1028,rodent,200
1029,deer,20
1029,rodent,200
1030,deer,20
1030,rodent,200
1031,deer,20
1031,rodent,200
1032,deer,20
1032,rodent,200
1033,deer,20
1033,rodent,200
1034,deer,20
1034,rodent,200
1035,deer,20
1035,rodent,200
1036,deer,20
1036,rodent,200
1037,deer,20
1037,rodent,200
1038,deer,20
1038,rodent,200
1039,deer,20
1039,rodent,200
1040,deer,20
1040,rodent,200
1041,deer,20
1041,rodent,200
1042,deer,20
1042,rodent,200
1043,deer,20
1043,rodent,200
1044,deer,20
1044,rodent,200
1045,deer,20
1045,rodent,200
1046,deer,20
1046,rodent,200
1047,deer,20
1047,rodent,200
1048,deer,20
1048,rodent,200
1049,deer,20
1049,rodent,200
1050,deer,20
1050,rodent,200
1051,deer,20
1051,rodent,200
1052,deer,20
1052,rodent,200
1053,deer,20
1053,rodent,200
1054,deer,20
1054,rodent,200
1055,deer,20
1055,rodent,200
1056,deer,20
1056,rodent,200
1057,deer,20
1057,rodent,200
1058,deer,20
1058,rodent,200
1059,deer,20
1059,rodent,200
1060,deer,20
1060,rodent,200
1061,deer,20
1061,rodent,200
1062,deer,20
1062,rodent,200
1063,deer,20
1063,rodent,200
1064,deer,20
1064,rodent,200
1065,deer,20
1065,rodent,200
1066,deer,20
1066,rodent,200
1067,deer,20
1067,rodent,200
1068,deer,20
1068,rodent,200
1069,deer,20
1069,rodent,200
1070,deer,20
1070,rodent,200
1071,deer,20
1071,rodent,200
1072,deer,20
1072,rodent,200
1073,deer,20
1073,rodent,200
1074,deer,20
1074,rodent,200
1075,deer,20
1075,rodent,200
1076,deer,20
1076,rodent,200
1077,deer,20
1077,rodent,200
1078,deer,20
1078,rodent,200
1079,deer,20
1079,rodent,200
1080,deer,20
1080,rodent,200
1081,deer,20
1081,rodent,200
1082,deer,20
1082,rodent,200
1083,deer,20
1083,rodent,200
1084,deer,20
1084,rodent,200
1085,deer,20
1085,rodent,200
1086,deer,20
1086,rodent,200
1087,deer,20
1087,rodent,200
1088,deer,20
1088,rodent,200
1089,deer,20
1089,rodent,200
1090,deer,20
1090,rodent,200
1091,deer,20
1091,rodent,200
1092,deer,20
1092,rodent,200
1093,deer,20
1093,rodent,200
1094,deer,20
1094,rodent,200
1095,deer,20
1095,rodent,200
1096,deer,20
1096,rodent,200
1097,deer,20
1097,rodent,200
1098,deer,20
1098,rodent,200
1099,deer,20
1099,rodent,200
1100,deer,20
1100,rodent,200
1101,deer,20
1101,rodent,200
1102,deer,20
1102,rodent,200
1103,deer,20
1103,rodent,200
1104,deer,20
1104,rodent,200
1105,deer,20
1105,rodent,200
1106,deer,20
1106,rodent,200
1107,deer,20
1107,rodent,200
1108,deer,20
1108,rodent,200
1109,deer,20
1109,rodent,200
1110,deer,20
1110,rodent,200
1111,deer,20
1111,rodent,200
1112,deer,20
1112,rodent,200
1113,deer,20
1113,rodent,200
1114,deer,20
1114,rodent,200
1115,deer,20
1115,rodent,200
1116,deer,20
1116,rodent,200
1117,deer,20
1117,rodent,200
1118,deer,20
1118,rodent,200
1119,deer,20
1119,rodent,200
1120,deer,20
1120,rodent,200
1121,deer,20
1121,rodent,200
1122,deer,20
1122,rodent,200
1123,deer,20
1123,rodent,200
1124,deer,20
1124,rodent,200
1125,deer,20
1125,rodent,200
1126,deer,20
1126,rodent,200
1127,deer,20
1127,rodent,200
1128,deer,20
1128,rodent,200
1129,deer,20
1129,rodent,200
1130,deer,20
1130,rodent,200
1131,deer,20
1131,rodent,200
1132,deer,20
1132,rodent,200
1133,deer,20
1133,rodent,200
1134,deer,20
1134,rodent,200
1135,deer,20
1135,rodent,200
1136,deer,20
1136,rodent,200
1137,deer,20
1137,rodent,200
1138,deer,20
1138,rodent,200
1139,deer,20
1139,rodent,200
1140,deer,20
1140,rodent,200
1141,deer,20
1141,rodent,200
1142,deer,20
1142,rodent,200
1143,deer,20
1143,rodent,200
1144,deer,20
1144,rodent,200
1145,deer,20
1145,rodent,200
1146,deer,20
1146,rodent,200
1147,deer,20
1147,rodent,200
1148,deer,20
1148,rodent,200
1149,deer,20
1149,rodent,200
1150,deer,20
1150,rodent,200
1151,deer,20
1151,rodent,200
1152,deer,20
1152,rodent,200
1153,deer,20
1153,rodent,200
1154,deer,20
1154,rodent,200
1155,deer,20
1155,rodent,200
1156,deer,20
1156,rodent,200
1157,deer,20
1157,rodent,200
1158,deer,20
1158,rodent,200
1159,deer,20
1159,rodent,200
1160,deer,20
1160,rodent,200
1161,deer,20
1161,rodent,200
1162,deer,20
1162,rodent,200
1163,deer,20
1163,rodent,200
1164,deer,20
1164,rodent,200
1165,deer,20
1165,rodent,200
1166,deer,20
1166,rodent,200
1167,deer,20
1167,rodent,200
1168,deer,20
1168,rodent,200
1169,deer,20
1169,rodent,200
1170,deer,20
1170,rodent,200
1171,deer,20
1171,rodent,200
1172,deer,20
1172,rodent,200
1173,deer,20
1173,rodent,200
1174,deer,20
1174,rodent,200
1175,deer,20
1175,rodent,200
1176,deer,20
1176,rodent,200
1177,deer,20
1177,rodent,200
1178,deer,20
1178,rodent,200
1179,deer,20
1179,rodent,200
1180,deer,20
1180,rodent,200
1181,deer,20
1181,rodent,200
1182,deer,20
1182,rodent,200
1183,deer,20
1183,rodent,200
1184,deer,20
1184,rodent,200
1185,deer,20
1185,rodent,200
1186,deer,20
1186,rodent,200
1187,deer,20
1187,rodent,200
1188,deer,20
1188,rodent,200
1189,deer,20
1189,rodent,200
1190,deer,20
1190,rodent,200
1191,deer,20
1191,rodent,200
1192,deer,20
1192,rodent,200
1193,deer,20
1193,rodent,200
1194,deer,20
1194,rodent,200
1195,deer,20
1195,rodent,200
1196,deer,20
1196,rodent,200
1197,deer,20
1197,rodent,200
1198,deer,20
1198,rodent,200
1199,deer,20
1199,rodent,200
1200,deer,20
1200,rodent,200
1201,deer,20
1201,rodent,200
1202,deer,20
1202,rodent,200
1203,deer,20
1203,rodent,200
1204,deer,20
1204,rodent,200
1205,deer,20
1205,rodent,200
1206,deer,20
1206,rodent,200
1207,deer,20
1207,rodent,200
1208,deer,20
1208,rodent,200
1209,deer,20
1209,rodent,200
1210,deer,20
1210,rodent,200
1211,deer,20
1211,rodent,200
1212,deer,20
1212,rodent,200
1213,deer,20
1213,rodent,200
1214,deer,20
1214,rodent,200
1215,deer,20
1215,rodent,200
1216,deer,20
1216,rodent,200
1217,deer,20
1217,rodent,200
1218,deer,20
1218,rodent,200
1219,deer,20
1219,rodent,200
1220,deer,20
1220,rodent,200
1221,deer,20
1221,rodent,200
1222,deer,20
1222,rodent,200
1223,deer,20
1223,rodent,200
1224,deer,20
1224,rodent,200
1225,deer,20
1225,rodent,200
1226,deer,20
1226,rodent,200
1227,deer,20
1227,rodent,200
1228,deer,20
1228,rodent,200
1229,deer,20
1229,rodent,200
1230,deer,20
1230,rodent,200
1231,deer,20
1231,rodent,200
1232,deer,20
1232,rodent,200
1233,deer,20
1233,rodent,200
1234,deer,20
1234,rodent,200
1235,deer,20
1235,rodent,200
1236,deer,20
1236,rodent,200
1237,deer,20
1237,rodent,200
1238,deer,20
1238,rodent,200
1239,deer,20
1239,rodent,200
1240,deer,20
1240,rodent,200
1241,deer,20
1241,rodent,200
1242,deer,20
1242,rodent,200
1243,deer,20
1243,rodent,200
1244,deer,20
1244,rodent,200
1245,deer,20
1245,rodent,200
1246,deer,20
1246,rodent,200
1247,deer,20
1247,rodent,200
1248,deer,20
1248,rodent,200
1249,deer,20
1249,rodent,200
1250,deer,20
1250,rodent,200
1251,deer,20
1251,rodent,200
1252,deer,20
1252,rodent,200
1253,deer,20
1253,rodent,200
1254,deer,20
1254,rodent,200
1255,deer,20
1255,rodent,200
1256,deer,20
1256,rodent,200
1257,deer,20
1257,rodent,200
1258,deer,20
1258,rodent,200
1259,deer,20
1259,rodent,200
1260,deer,20
1260,rodent,200
1261,deer,20
1261,rodent,200
1262,deer,20
1262,rodent,200
1263,deer,20
1263,rodent,200
1264,deer,20
1264,rodent,200
1265,deer,20
1265,rodent,200
1266,deer,20
1266,rodent,200
1267,deer,20
1267,rodent,200
1268,deer,20
1268,rodent,200
1269,deer,20
1269,rodent,200
1270,deer,20
1270,rodent,200
1271,deer,20
1271,rodent,200
1272,deer,20
1272,rodent,200
1273,deer,20
1273,rodent,200
1274,deer,20
1274,rodent,200
1275,deer,20
1275,rodent,200
1276,deer,20
1276,rodent,200
1277,deer,20
1277,rodent,200
1278,deer,20
1278,rodent,200
1279,deer,20
1279,rodent,200
1280,deer,20
1280,rodent,200
1281,deer,20
1281,rodent,200
1282,deer,20
1282,rodent,200
1283,deer,20
1283,rodent,200
1284,deer,20
1284,rodent,200
1285,deer,20
1285,rodent,200
1286,deer,20
1286,rodent,200
1287,deer,20
1287,rodent,200
1288,deer,20
1288,rodent,200
1289,deer,20
1289,rodent,200
1290,deer,20
1290,rodent,200
1291,deer,20
1291,rodent,200
1292,deer,20
1292,rodent,200
1293,deer,20
1293,rodent,200
1294,deer,20
1294,rodent,200
1295,deer,20
1295,rodent,200
1296,deer,20
1296,rodent,200
1297,deer,20
1297,rodent,200
1298,deer,20
1298,rodent,200
1299,deer,20
1299,rodent,200
1300,deer,20
1300,rodent,200
1301,deer,20
1301,rodent,200
1302,deer,20
1302,rodent,200
1303,deer,20
1303,rodent,200
1304,deer,20
1304,rodent,200
1305,deer,20
1305,rodent,200
1306,deer,20
1306,rodent,200
1307,deer,20
1307,rodent,200
1308,deer,20
1308,rodent,200
1309,deer,20
1309,rodent,200
1310,deer,20
1310,rodent,200
1311,deer,20
1311,rodent,200
1312,deer,20
1312,rodent,200
1313,deer,20
1313,rodent,200
1314,deer,20
1314,rodent,200
1315,deer,20
1315,rodent,200
1316,deer,20
1316,rodent,200
1317,deer,20
1317,rodent,200
1318,deer,20
1318,rodent,200
1319,deer,20
1319,rodent,200
1320,deer,20
1320,rodent,200
1321,deer,20
1321,rodent,200
1322,deer,20
1322,rodent,200
1323,deer,20
1323,rodent,200
1324,deer,20
1324,rodent,200
1325,deer,20
1325,rodent,200
1326,deer,20
1326,rodent,200
1327,deer,20
1327,rodent,200
1328,deer,20
1328,rodent,200
1329,deer,20
1329,rodent,200
1330,deer,20
1330,rodent,200
1331,deer,20
1331,rodent,200
1332,deer,20
1332,rodent,200
1333,deer,20
1333,rodent,200
1334,deer,20
1334,rodent,200
1335,deer,20
1335,rodent,200
1336,deer,20
1336,rodent,200
1337,deer,20
1337,rodent,200
1338,deer,20
1338,rodent,200
1339,deer,20
1339,rodent,200
1340,deer,20
1340,rodent,200
1341,deer,20
1341,rodent,200
1342,deer,20
1342,rodent,200
1343,deer,20
1343,rodent,200
1344,deer,20
1344,rodent,200
1345,deer,20
1345,rodent,200
1346,deer,20
1346,rodent,200
1347,deer,20
1347,rodent,200
1348,deer,20
1348,rodent,200
1349,deer,20
1349,rodent,200
1350,deer,20
1350,rodent,200
1351,deer,20
1351,rodent,200
1352,deer,20
1352,rodent,200
1353,deer,20
1353,rodent,200
1354,deer,20
1354,rodent,200
1355,deer,20
1355,rodent,200
1356,deer,20
1356,rodent,200
1357,deer,20
1357,rodent,200
1358,deer,20
1358,rodent,200
1359,deer,20
1359,rodent,200
1360,deer,20
1360,rodent,200
1361,deer,20
1361,rodent,200
1362,deer,20
1362,rodent,200
1363,deer,20
1363,rodent,200
1364,deer,20
1364,rodent,200
1365,deer,20
1365,rodent,200
1366,deer,20
1366,rodent,200
1367,deer,20
1367,rodent,200
1368,deer,20
1368,rodent,200
1369,deer,20
1369,rodent,200
1370,deer,20
1370,rodent,200
1371,deer,20
1371,rodent,200
1372,deer,20
1372,rodent,200
1373,deer,20
1373,rodent,200
1374,deer,20
1374,rodent,200
1375,deer,20
1375,rodent,200
1376,deer,20
1376,rodent,200
1377,deer,20
1377,rodent,200
1378,deer,20
1378,rodent,200
1379,deer,20
1379,rodent,200
1380,deer,20
1380,rodent,200
1381,deer,20
1381,rodent,200
1382,deer,20
1382,rodent,200
1383,deer,20
1383,rodent,200
1384,deer,20
1384,rodent,200
1385,deer,20
1385,rodent,200
1386,deer,20
1386,rodent,200
1387,deer,20
1387,rodent,200
1388,deer,20
1388,rodent,200
1389,deer,20
1389,rodent,200
1390,deer,20
1390,rodent,200
1391,deer,20
1391,rodent,200
1392,deer,20
1392,rodent,200
1393,deer,20
1393,rodent,200
1394,deer,20
1394,rodent,200
1395,deer,20
1395,rodent,200
1396,deer,20
1396,rodent,200
1397,deer,20
1397,rodent,200
1398,deer,20
1398,rodent,200
1399,deer,20
1399,rodent,200
1400,deer,20
1400,rodent,200
1401,deer,20
1401,rodent,200
1402,deer,20
1402,rodent,200
1403,deer,20
1403,rodent,200
1404,deer,20
1404,rodent,200
1405,deer,20
1405,rodent,200
1406,deer,20
1406,rodent,200
1407,deer,20
1407,rodent,200
1408,deer,20
1408,rodent,200
1409,deer,20
1409,rodent,200
1410,deer,20
1410,rodent,200
1411,deer,20
1411,rodent,200
1412,deer,20
1412,rodent,200
1413,deer,20
1413,rodent,200
1414,deer,20
1414,rodent,200
1415,deer,20
1415,rodent,200
1416,deer,20
1416,rodent,200
1417,deer,20
1417,rodent,200
1418,deer,20
1418,rodent,200
1419,deer,20
1419,rodent,200
1420,deer,20
1420,rodent,200
1421,deer,20
1421,rodent,200
1422,deer,20
1422,rodent,200
1423,deer,20
1423,rodent,200
1424,deer,20
1424,rodent,200
1425,deer,20
1425,rodent,200
1426,deer,20
1426,rodent,200
1427,deer,20
1427,rodent,200
1428,deer,20
1428,rodent,200
1429,deer,20
1429,rodent,200
1430,deer,20
1430,rodent,200
1431,deer,20
1431,rodent,200
1432,deer,20
1432,rodent,200
1433,deer,20
1433,rodent,200
1434,deer,20
1434,rodent,200
1435,deer,20
1435,rodent,200
1436,deer,20
1436,rodent,200
1437,deer,20
1437,rodent,200
1438,deer,20
1438,rodent,200
1439,deer,20
1439,rodent,200
1440,deer,20
1440,rodent,200
1441,deer,20
1441,rodent,200
1442,deer,20
1442,rodent,200
1443,deer,20
1443,rodent,200
1444,deer,20
1444,rodent,200
1445,deer,20
1445,rodent,200
1446,deer,20
1446,rodent,200
1447,deer,20
1447,rodent,200
1448,deer,20
1448,rodent,200
1449,deer,20
1449,rodent,200
1450,deer,20
1450,rodent,200
1451,deer,20
1451,rodent,200
1452,deer,20
1452,rodent,200
1453,deer,20
1453,rodent,200
1454,deer,20
1454,rodent,200
1455,deer,20
1455,rodent,200
1456,deer,20
1456,rodent,200
1457,deer,20
1457,rodent,200
1458,deer,20
1458,rodent,200
1459,deer,20
1459,rodent,200
1460,deer,20
1460,rodent,200
1461,deer,20
1461,rodent,200
1462,deer,20
1462,rodent,200
1463,deer,20
1463,rodent,200
1464,deer,20
1464,rodent,200
1465,deer,20
1465,rodent,200
1466,deer,20
1466,rodent,200
1467,deer,20
1467,rodent,200
1468,deer,20
1468,rodent,200
1469,deer,20
1469,rodent,200
1470,deer,20
1470,rodent,200
1471,deer,20
1471,rodent,200
1472,deer,20
1472,rodent,200
1473,deer,20
1473,rodent,200
1474,deer,20
1474,rodent,200
1475,deer,20
1475,rodent,200
1476,deer,20
1476,rodent,200
1477,deer,20
1477,rodent,200
1478,deer,20
1478,rodent,200
1479,deer,20
1479,rodent,200
1480,deer,20
1480,rodent,200
1481,deer,20
1481,rodent,200
1482,deer,20
1482,rodent,200
1483,deer,20
1483,rodent,200
1484,deer,20
1484,rodent,200
1485,deer,20
1485,rodent,200
1486,deer,20
1486,rodent,200
1487,deer,20
1487,rodent,200
1488,deer,20
1488,rodent,200
1489,deer,20
1489,rodent,200
1490,deer,20
1490,rodent,200
1491,deer,20
1491,rodent,200
1492,deer,20
1492,rodent,200
1493,deer,20
1493,rodent,200
1494,deer,20
1494,rodent,200
1495,deer,20
1495,rodent,200
1496,deer,20
1496,rodent,200
1497,deer,20
1497,rodent,200
1498,deer,20
1498,rodent,200
1499,deer,20
1499,rodent,200
1500,deer,20
1500,rodent,200
1501,deer,20
1501,rodent,200
1502,deer,20
1502,rodent,200
1503,deer,20
1503,rodent,200
1504,deer,20
1504,rodent,200
1505,deer,20
1505,rodent,200
1506,deer,20
1506,rodent,200
1507,deer,20
1507,rodent,200
1508,deer,20
1508,rodent,200
1509,deer,20
1509,rodent,200
1510,deer,20
1510,rodent,200
1511,deer,20
1511,rodent,200
1512,deer,20
1512,rodent,200
1513,deer,20
1513,rodent,200
1514,deer,20
1514,rodent,200
1515,deer,20
1515,rodent,200
1516,deer,20
1516,rodent,200
1517,deer,20
1517,rodent,200
1518,deer,20
1518,rodent,200
1519,deer,20
1519,rodent,200
1520,deer,20
1520,rodent,200
1521,deer,20
1521,rodent,200
1522,deer,20
1522,rodent,200
1523,deer,20
1523,rodent,200
1524,deer,20
1524,rodent,200
1525,deer,20
1525,rodent,200
1526,deer,20
1526,rodent,200
1527,deer,20
1527,rodent,200
1528,deer,20
1528,rodent,200
1529,deer,20
1529,rodent,200
1530,deer,20
1530,rodent,200
1531,deer,20
1531,rodent,200
1532,deer,20
1532,rodent,200
1533,deer,20
1533,rodent,200
1534,deer,20
1534,rodent,200
1535,deer,20
1535,rodent,200
1536,deer,20
1536,rodent,200
1537,deer,20
1537,rodent,200
1538,deer,20
1538,rodent,200
1539,deer,20
1539,rodent,200
1540,deer,20
1540,rodent,200
1541,deer,20
1541,rodent,200
1542,deer,20
1542,rodent,200
1543,deer,20
1543,rodent,200
1544,deer,20
1544,rodent,200
1545,deer,20
1545,rodent,200
1546,deer,20
1546,rodent,200
1547,deer,20
1547,rodent,200
1548,deer,20
1548,rodent,200
1549,deer,20
1549,rodent,200
1550,deer,20
1550,rodent,200
1551,deer,20
1551,rodent,200
1552,deer,20
1552,rodent,200
1553,deer,20
1553,rodent,200
1554,deer,20
1554,rodent,200
1555,deer,20
1555,rodent,200
1556,deer,20
1556,rodent,200
1557,deer,20
1557,rodent,200
1558,deer,20
1558,rodent,200
1559,deer,20
1559,rodent,200
1560,deer,20
1560,rodent,200
1561,deer,20
1561,rodent,200
1562,deer,20
1562,rodent,200
1563,deer,20
1563,rodent,200
1564,deer,20
1564,rodent,200
1565,deer,20
1565,rodent,200
1566,deer,20
1566,rodent,200
1567,deer,20
1567,rodent,200
1568,deer,20
1568,rodent,200
1569,deer,20
1569,rodent,200
1570,deer,20
1570,rodent,200
1571,deer,20
1571,rodent,200
1572,deer,20
1572,rodent,200
1573,deer,20
1573,rodent,200
1574,deer,20
1574,rodent,200
1575,deer,20
1575,rodent,200
1576,deer,20
1576,rodent,200
1577,deer,20
1577,rodent,200
1578,deer,20
1578,rodent,200
1579,deer,20
1579,rodent,200
1580,deer,20
1580,rodent,200
1581,deer,20
1581,rodent,200
1582,deer,20
1582,rodent,200
1583,deer,20
1583,rodent,200
1584,deer,20
1584,rodent,200
1585,deer,20
1585,rodent,200
1586,deer,20
1586,rodent,200
1587,deer,20
1587,rodent,200
1588,deer,20
1588,rodent,200
1589,deer,20
1589,rodent,200
1590,deer,20
1590,rodent,200
1591,deer,20
1591,rodent,200
1592,deer,20
1592,rodent,200
1593,deer,20
1593,rodent,200
1594,deer,20
1594,rodent,200
1595,deer,20
1595,rodent,200
1596,deer,20
1596,rodent,200
1597,deer,20
1597,rodent,200
1598,deer,20
1598,rodent,200
1599,deer,20
1599,rodent,200
1600,deer,20
1600,rodent,200
1601,deer,20
1601,rodent,200
1602,deer,20
1602,rodent,200
1603,deer,20
1603,rodent,200
1604,deer,20
1604,rodent,200
1605,deer,20
1605,rodent,200
1606,deer,20
1606,rodent,200
1607,deer,20
1607,rodent,200
1608,deer,20
1608,rodent,200
1609,deer,20
1609,rodent,200
1610,deer,20
1610,rodent,200
1611,deer,20
1611,rodent,200
1612,deer,20
1612,rodent,200
1613,deer,20
1613,rodent,200
1614,deer,20
1614,rodent,200
1615,deer,20
1615,rodent,200
1616,deer,20
1616,rodent,200
1617,deer,20
1617,rodent,200
1618,deer,20
1618,rodent,200
1619,deer,20
1619,rodent,200
1620,deer,20
1620,rodent,200
1621,deer,20
1621,rodent,200
1622,deer,20
1622,rodent,200
1623,deer,20
1623,rodent,200
1624,deer,20
1624,rodent,200
1625,deer,20
1625,rodent,200
1626,deer,20
1626,rodent,200
1627,deer,20
1627,rodent,200
1628,deer,20
1628,rodent,200
1629,deer,20
1629,rodent,200
1630,deer,20
1630,rodent,200
1631,deer,20
1631,rodent,200
1632,deer,20
1632,rodent,200
1633,deer,20
1633,rodent,200
1634,deer,20
1634,rodent,200
1635,deer,20
1635,rodent,200
1636,deer,20
1636,rodent,200
1637,deer,20
1637,rodent,200
1638,deer,20
1638,rodent,200
1639,deer,20
1639,rodent,200
1640,deer,20
1640,rodent,200
1641,deer,20
1641,rodent,200
1642,deer,20
1642,rodent,200
1643,deer,20
1643,rodent,200
1644,deer,20
1644,rodent,200
1645,deer,20
1645,rodent,200
1646,deer,20
1646,rodent,200
1647,deer,20
1647,rodent,200
1648,deer,20
1648,rodent,200
1649,deer,20
1649,rodent,200
1650,deer,20
1650,rodent,200
1651,deer,20
1651,rodent,200
1652,deer,20
1652,rodent,200
1653,deer,20
1653,rodent,200
1654,deer,20
1654,rodent,200
1655,deer,20
1655,rodent,200
1656,deer,20
1656,rodent,200
1657,deer,20
1657,rodent,200
1658,deer,20
1658,rodent,200
1659,deer,20
1659,rodent,200
1660,deer,20
1660,rodent,200
1661,deer,20
1661,rodent,200
1662,deer,20
1662,rodent,200
1663,deer,20
1663,rodent,200
1664,deer,20
1664,rodent,200
1665,deer,20
1665,rodent,200
1666,deer,20
1666,rodent,200
1667,deer,20
1667,rodent,200
1668,deer,20
1668,rodent,200
1669,deer,20
1669,rodent,200
1670,deer,20
1670,rodent,200
1671,deer,20
1671,rodent,200
1672,deer,20
1672,rodent,200
1673,deer,20
1673,rodent,200
1674,deer,20
1674,rodent,200
1675,deer,20
1675,rodent,200
1676,deer,20
1676,rodent,200
1677,deer,20
1677,rodent,200
1678,deer,20
1678,rodent,200
1679,deer,20
1679,rodent,200
1680,deer,20
1680,rodent,200
1681,deer,20
1681,rodent,200
1682,deer,20
1682,rodent,200
1683,deer,20
1683,rodent,200
1684,deer,20
1684,rodent,200
1685,deer,20
1685,rodent,200
1686,deer,20
1686,rodent,200
1687,deer,20
1687,rodent,200
1688,deer,20
1688,rodent,200
1689,deer,20
1689,rodent,200
1690,deer,20
1690,rodent,200
1691,deer,20
1691,rodent,200
1692,deer,20
1692,rodent,200
1693,deer,20
1693,rodent,200
1694,deer,20
1694,rodent,200
1695,deer,20
1695,rodent,200
1696,deer,20
1696,rodent,200
1697,deer,20
1697,rodent,200
1698,deer,20
1698,rodent,200
1699,deer,20
1699,rodent,200
1700,deer,20
1700,rodent,200
1701,deer,20
1701,rodent,200
1702,deer,20
1702,rodent,200
1703,deer,20
1703,rodent,200
1704,deer,20
1704,rodent,200
1705,deer,20
1705,rodent,200
1706,deer,20
1706,rodent,200
1707,deer,20
1707,rodent,200
1708,deer,20
1708,rodent,200
1709,deer,20
1709,rodent,200
1710,deer,20
1710,rodent,200
1711,deer,20
1711,rodent,200
1712,deer,20
1712,rodent,200
1713,deer,20
1713,rodent,200
1714,deer,20
1714,rodent,200
1715,deer,20
1715,rodent,200
1716,deer,20
1716,rodent,200
1717,deer,20
1717,rodent,200
1718,deer,20
1718,rodent,200
1719,deer,20
1719,rodent,200
1720,deer,20
1720,rodent,200
1721,deer,20
1721,rodent,200
1722,deer,20
1722,rodent,200
1723,deer,20
1723,rodent,200
1724,deer,20
1724,rodent,200
1725,deer,20
1725,rodent,200
1726,deer,20
1726,rodent,200
1727,deer,20
1727,rodent,200
1728,deer,20
1728,rodent,200
1729,deer,20
1729,rodent,200
1730,deer,20
1730,rodent,200
1731,deer,20
1731,rodent,200
1732,deer,20
1732,rodent,200
1733,deer,20
1733,rodent,200
1734,deer,20
1734,rodent,200
1735,deer,20
1735,rodent,200
1736,deer,20
1736,rodent,200
1737,deer,20
1737,rodent,200
1738,deer,20
1738,rodent,200
1739,deer,20
1739,rodent,200
1740,deer,20
1740,rodent,200
1741,deer,20
1741,rodent,200
1742,deer,20
1742,rodent,200
1743,deer,20
1743,rodent,200
1744,deer,20
1744,rodent,200
1745,deer,20
1745,rodent,200
1746,deer,20
1746,rodent,200
1747,deer,20
1747,rodent,200
1748,deer,20
1748,rodent,200
1749,deer,20
1749,rodent,200
1750,deer,20
1750,rodent,200
1751,deer,20
1751,rodent,200
1752,deer,20
1752,rodent,200
1753,deer,20
1753,rodent,200
1754,deer,20
1754,rodent,200
1755,deer,20
1755,rodent,200
1756,deer,20
1756,rodent,200
1757,deer,20
1757,rodent,200
1758,deer,20
1758,rodent,200
1759,deer,20
1759,rodent,200
1760,deer,20
1760,rodent,200
1761,deer,20
1761,rodent,200
1762,deer,20
1762,rodent,200
