j_day,host_spp,host_den
1763,deer,20
1763,rodent,200
1764,deer,20
1764,rodent,200
1765,deer,20
1765,rodent,200
1766,deer,20
1766,rodent,200
1767,deer,20
1767,rodent,200
1768,deer,20
1768,rodent,200
1769,deer,20
1769,rodent,200
1770,deer,20
1770,rodent,200
1771,deer,20
1771,rodent,200
1772,deer,20
1772,rodent,200
1773,deer,20
1773,rodent,200
1774,deer,20
1774,rodent,200
1775,deer,20
1775,rodent,200
1776,deer,20
1776,rodent,200
1777,deer,20
1777,rodent,200
1778,deer,20
1778,rodent,200
1779,deer,20
1779,rodent,200
1780,deer,20
1780,rodent,200
1781,deer,20
1781,rodent,200
1782,deer,20
1782,rodent,200
1783,deer,20
1783,rodent,200
1784,deer,20
1784,rodent,200
1785,deer,20
1785,rodent,200
1786,deer,20
1786,rodent,200
1787,deer,20
1787,rodent,200
1788,deer,20
1788,rodent,200
1789,deer,20
1789,rodent,200
1790,deer,20
1790,rodent,200
1791,deer,20
1791,rodent,200
1792,deer,20
1792,rodent,200
1793,deer,20
1793,rodent,200
1794,deer,20
1794,rodent,200
1795,deer,20
1795,rodent,200
1796,deer,20
1796,rodent,200
1797,deer,20
1797,rodent,200
1798,deer,20
1798,rodent,200
1799,deer,20
1799,rodent,200
1800,deer,20
1800,rodent,200
1801,deer,20
1801,rodent,200
1802,deer,20
1802,rodent,200
1803,deer,20
1803,rodent,200
1804,deer,20
1804,rodent,200
1805,deer,20
1805,rodent,200
1806,deer,20
1806,rodent,200
1807,deer,20
1807,rodent,200
1808,deer,20
1808,rodent,200
1809,deer,20
1809,rodent,200
1810,deer,20
1810,rodent,200
1811,deer,20
1811,rodent,200
1812,deer,20
1812,rodent,200
1813,deer,20
1813,rodent,200
1814,deer,20
1814,rodent,200
1815,deer,20
1815,rodent,200
1816,deer,20
1816,rodent,200
1817,deer,20
1817,rodent,200
1818,deer,20
1818,rodent,200
1819,deer,20
1819,rodent,200
1820,deer,20
1820,rodent,200
1821,deer,20
1821,rodent,200
1822,deer,20
1822,rodent,200
1823,deer,20
1823,rodent,200
1824,deer,20
1824,rodent,200
1825,deer,20
1825,rodent,200
1826,deer,20
1826,rodent,200
1827,deer,20
1827,rodent,200
1828,deer,20
1828,rodent,200
1829,deer,20
1829,rodent,200
1830,deer,20
1830,rodent,200
1831,deer,20
1831,rodent,200
1832,deer,20
1832,rodent,200
1833,deer,20
1833,rodent,200
1834,deer,20
1834,rodent,200
1835,deer,20
1835,rodent,200
1836,deer,20
1836,rodent,200
1837,deer,20
1837,rodent,200
1838,deer,20
1838,rodent,200
1839,deer,20
1839,rodent,200
1840,deer,20
1840,rodent,200
1841,deer,20
1841,rodent,200
1842,deer,20
1842,rodent,200
1843,deer,20
1843,rodent,200
1844,deer,20
1844,rodent,200
1845,deer,20
1845,rodent,200
1846,deer,20
1846,rodent,200
1847,deer,20
1847,rodent,200
1848,deer,20
1848,rodent,200
1849,deer,20
1849,rodent,200
1850,deer,20
1850,rodent,200
1851,deer,20
1851,rodent,200
1852,deer,20
1852,rodent,200
1853,deer,20
1853,rodent,200
1854,deer,20
1854,rodent,200
1855,deer,20
1855,rodent,200
1856,deer,20
1856,rodent,200
1857,deer,20
1857,rodent,200
1858,deer,20
1858,rodent,200
1859,deer,20
1859,rodent,200
1860,deer,20
1860,rodent,200
1861,deer,20
1861,rodent,200
1862,deer,20
1862,rodent,200
1863,deer,20
1863,rodent,200
1864,deer,20
1864,rodent,200
1865,deer,20
1865,rodent,200
1866,deer,20
1866,rodent,200
1867,deer,20
1867,rodent,200
1868,deer,20
1868,rodent,200
1869,deer,20
1869,rodent,200
1870,deer,20
1870,rodent,200
1871,deer,20
1871,rodent,200
1872,deer,20
1872,rodent,200
1873,deer,20
1873,rodent,200
1874,deer,20
1874,rodent,200
1875,deer,20
1875,rodent,200
1876,deer,20
1876,rodent,200
1877,deer,20
1877,rodent,200
1878,deer,20
1878,rodent,200
1879,deer,20
1879,rodent,200
1880,deer,20
1880,rodent,200
1881,deer,20
1881,rodent,200
1882,deer,20
1882,rodent,200
1883,deer,20
1883,rodent,200
1884,deer,20
1884,rodent,200
1885,deer,20
1885,rodent,200
1886,deer,20
1886,rodent,200
1887,deer,20
1887,rodent,200
1888,deer,20
1888,rodent,200
1889,deer,20
1889,rodent,200
1890,deer,20
1890,rodent,200
1891,deer,20
1891,rodent,200
1892,deer,20
1892,rodent,200
1893,deer,20
1893,rodent,200
1894,deer,20
1894,rodent,200
1895,deer,20
1895,rodent,200
1896,deer,20
1896,rodent,200
1897,deer,20
1897,rodent,200
1898,deer,20
1898,rodent,200
1899,deer,20
1899,rodent,200
1900,deer,20
1900,rodent,200
1901,deer,20
1901,rodent,200
1902,deer,20
1902,rodent,200
1903,deer,20
1903,rodent,200
1904,deer,20
1904,rodent,200
1905,deer,20
1905,rodent,200
1906,deer,20
1906,rodent,200
1907,deer,20
1907,rodent,200
1908,deer,20
1908,rodent,200
1909,deer,20
1909,rodent,200
1910,deer,20
1910,rodent,200
1911,deer,20
1911,rodent,200
1912,deer,20
1912,rodent,200
1913,deer,20
1913,rodent,200
1914,deer,20
1914,rodent,200
1915,deer,20
1915,rodent,200
1916,deer,20
1916,rodent,200
1917,deer,20
1917,rodent,200
1918,deer,20
1918,rodent,200
1919,deer,20
1919,rodent,200
1920,deer,20
1920,rodent,200
1921,deer,20
1921,rodent,200
1922,deer,20
1922,rodent,200
1923,deer,20
1923,rodent,200
1924,deer,20
1924,rodent,200
1925,deer,20
1925,rodent,200
1926,deer,20
1926,rodent,200
1927,deer,20
1927,rodent,200
1928,deer,20
1928,rodent,200
1929,deer,20
1929,rodent,200
1930,deer,20
1930,rodent,200
1931,deer,20
1931,rodent,200
1932,deer,20
1932,rodent,200
1933,deer,20
1933,rodent,200
1934,deer,20
1934,rodent,200
1935,deer,20
1935,rodent,200
1936,deer,20
1936,rodent,200
1937,deer,20
1937,rodent,200
1938,deer,20
1938,rodent,200
1939,deer,20
1939,rodent,200
1940,deer,20
1940,rodent,200
1941,deer,20
1941,rodent,200
1942,deer,20
1942,rodent,200
1943,deer,20
1943,rodent,200
1944,deer,20
1944,rodent,200
1945,deer,20
1945,rodent,200
1946,deer,20
1946,rodent,200
1947,deer,20
1947,rodent,200
1948,deer,20
1948,rodent,200
1949,deer,20
1949,rodent,200
1950,deer,20
1950,rodent,200
1951,deer,20
1951,rodent,200
1952,deer,20
1952,rodent,200
1953,deer,20
1953,rodent,200
1954,deer,20
1954,rodent,200
1955,deer,20
1955,rodent,200
1956,deer,20
1956,rodent,200
1957,deer,20
1957,rodent,200
1958,deer,20
1958,rodent,200
1959,deer,20
1959,rodent,200
1960,deer,20
1960,rodent,200
1961,deer,20
1961,rodent,200
1962,deer,20
1962,rodent,200
1963,deer,20
1963,rodent,200
1964,deer,20
1964,rodent,200
1965,deer,20
1965,rodent,200
1966,deer,20
1966,rodent,200
1967,deer,20
1967,rodent,200
1968,deer,20
1968,rodent,200
1969,deer,20
1969,rodent,200
1970,deer,20
1970,rodent,200
1971,deer,20
1971,rodent,200
1972,deer,20
1972,rodent,200
1973,deer,20
1973,rodent,200
1974,deer,20
1974,rodent,200
1975,deer,20
1975,rodent,200
1976,deer,20
1976,rodent,200
1977,deer,20
1977,rodent,200
1978,deer,20
1978,rodent,200
1979,deer,20
1979,rodent,200
1980,deer,20
1980,rodent,200
1981,deer,20
1981,rodent,200
1982,deer,20
1982,rodent,200
1983,deer,20
1983,rodent,200
1984,deer,20
1984,rodent,200
1985,deer,20
1985,rodent,200
1986,deer,20
1986,rodent,200
1987,deer,20
1987,rodent,200
1988,deer,20
1988,rodent,200
1989,deer,20
1989,rodent,200
1990,deer,20
1990,rodent,200
1991,deer,20
1991,rodent,200
1992,deer,20
1992,rodent,200
1993,deer,20
1993,rodent,200
1994,deer,20
1994,rodent,200
1995,deer,20
1995,rodent,200
1996,deer,20
1996,rodent,200
1997,deer,20
1997,rodent,200
1998,deer,20
1998,rodent,200
1999,deer,20
1999,rodent,200
2000,deer,20
2000,rodent,200
2001,deer,20
2001,rodent,200
2002,deer,20
2002,rodent,200
2003,deer,20
2003,rodent,200
2004,deer,20
2004,rodent,200
2005,deer,20
2005,rodent,200
2006,deer,20
2006,rodent,200
2007,deer,20
2007,rodent,200
2008,deer,20
2008,rodent,200
2009,deer,20
2009,rodent,200
2010,deer,20
2010,rodent,200
2011,deer,20
2011,rodent,200
2012,deer,20
2012,rodent,200
2013,deer,20
2013,rodent,200
2014,deer,20
2014,rodent,200
2015,deer,20
2015,rodent,200
2016,deer,20
2016,rodent,200
2017,deer,20
2017,rodent,200
2018,deer,20
2018,rodent,200
2019,deer,20
2019,rodent,200
2020,deer,20
2020,rodent,200
2021,deer,20
2021,rodent,200
2022,deer,20
2022,rodent,200
2023,deer,20
2023,rodent,200
2024,deer,20
2024,rodent,200
2025,deer,20
2025,rodent,200
2026,deer,20
2026,rodent,200
2027,deer,20
2027,rodent,200
2028,deer,20
2028,rodent,200
2029,deer,20
2029,rodent,200
2030,deer,20
2030,rodent,200
2031,deer,20
2031,rodent,200
2032,deer,20
2032,rodent,200
2033,deer,20
2033,rodent,200
2034,deer,20
2034,rodent,200
2035,deer,20
2035,rodent,200
2036,deer,20
2036,rodent,200
2037,deer,20
2037,rodent,200
2038,deer,20
2038,rodent,200
2039,deer,20
2039,rodent,200
2040,deer,20
2040,rodent,200
2041,deer,20
2041,rodent,200
2042,deer,20
2042,rodent,200
2043,deer,20
2043,rodent,200
2044,deer,20
2044,rodent,200
2045,deer,20
2045,rodent,200
2046,deer,20
2046,rodent,200
2047,deer,20
2047,rodent,200
2048,deer,20
2048,rodent,200
2049,deer,20
2049,rodent,200
2050,deer,20
2050,rodent,200
2051,deer,20
2051,rodent,200
2052,deer,20
2052,rodent,200
2053,deer,20
2053,rodent,200
2054,deer,20
2054,rodent,200
2055,deer,20
2055,rodent,200
2056,deer,20
2056,rodent,200
2057,deer,20
2057,rodent,200
2058,deer,20
2058,rodent,200
2059,deer,20
2059,rodent,200
2060,deer,20
2060,rodent,200
2061,deer,20
2061,rodent,200
2062,deer,20
2062,rodent,200
2063,deer,20
2063,rodent,200
2064,deer,20
2064,rodent,200
2065,deer,20
2065,rodent,200
2066,deer,20
2066,rodent,200
2067,deer,20
2067,rodent,200
2068,deer,20
2068,rodent,200
2069,deer,20
2069,rodent,200
2070,deer,20
2070,rodent,200
2071,deer,20
2071,rodent,200
2072,deer,20
2072,rodent,200
2073,deer,20
2073,rodent,200
2074,deer,20
2074,rodent,200
2075,deer,20
2075,rodent,200
2076,deer,20
2076,rodent,200
2077,deer,20
2077,rodent,200
2078,deer,20
2078,rodent,200
2079,deer,20
2079,rodent,200
2080,deer,20
2080,rodent,200
2081,deer,20
2081,rodent,200
2082,deer,20
2082,rodent,200
2083,deer,20
2083,rodent,200
2084,deer,20
2084,rodent,200
2085,deer,20
2085,rodent,200
2086,deer,20
2086,rodent,200
2087,deer,20
2087,rodent,200
2088,deer,20
2088,rodent,200
2089,deer,20
2089,rodent,200
2090,deer,20
2090,rodent,200
2091,deer,20
2091,rodent,200
2092,deer,20
2092,rodent,200
2093,deer,20
2093,rodent,200
2094,deer,20
2094,rodent,200
2095,deer,20
2095,rodent,200
2096,deer,20
2096,rodent,200
2097,deer,20
2097,rodent,200
2098,deer,20
2098,rodent,200
2099,deer,20
2099,rodent,200
2100,deer,20
2100,rodent,200
2101,deer,20
2101,rodent,200
2102,deer,20
2102,rodent,200
2103,deer,20
2103,rodent,200
2104,deer,20
2104,rodent,200
2105,deer,20
2105,rodent,200
2106,deer,20
2106,rodent,200
2107,deer,20
2107,rodent,200
2108,deer,20
2108,rodent,200
2109,deer,20
2109,rodent,200
2110,deer,20
2110,rodent,200
2111,deer,20
2111,rodent,200
2112,deer,20
2112,rodent,200
2113,deer,20
2113,rodent,200
2114,deer,20
2114,rodent,200
2115,deer,20
2115,rodent,200
2116,deer,20
2116,rodent,200
2117,deer,20
2117,rodent,200
2118,deer,20
2118,rodent,200
2119,deer,20
2119,rodent,200
2120,deer,20
2120,rodent,200
2121,deer,20
2121,rodent,200
2122,deer,20
2122,rodent,200
2123,deer,20
2123,rodent,200
2124,deer,20
2124,rodent,200
2125,deer,20
2125,rodent,200
2126,deer,20
2126,rodent,200
2127,deer,20
2127,rodent,200
2128,deer,20
2128,rodent,200
2129,deer,20
2129,rodent,200
2130,deer,20
2130,rodent,200
2131,deer,20
2131,rodent,200
2132,deer,20
2132,rodent,200
2133,deer,20
2133,rodent,200
2134,deer,20
2134,rodent,200
2135,deer,20
2135,rodent,200
2136,deer,20
2136,rodent,200
2137,deer,20
2137,rodent,200
2138,deer,20
2138,rodent,200
2139,deer,20
2139,rodent,200
2140,deer,20
2140,rodent,200
2141,deer,20
2141,rodent,200
2142,deer,20
2142,rodent,200
2143,deer,20
2143,rodent,200
2144,deer,20
2144,rodent,200
2145,deer,20
2145,rodent,200
2146,deer,20
2146,rodent,200
2147,deer,20
2147,rodent,200
2148,deer,20
2148,rodent,200
2149,deer,20
2149,rodent,200
2150,deer,20
2150,rodent,200
2151,deer,20
2151,rodent,200
2152,deer,20
2152,rodent,200
2153,deer,20
2153,rodent,200
2154,deer,20
2154,rodent,200
2155,deer,20
2155,rodent,200
2156,deer,20
2156,rodent,200
2157,deer,20
2157,rodent,200
2158,deer,20
2158,rodent,200
2159,deer,20
2159,rodent,200
2160,deer,20
2160,rodent,200
2161,deer,20
2161,rodent,200
2162,deer,20
2162,rodent,200
2163,deer,20
2163,rodent,200
2164,deer,20
2164,rodent,200
2165,deer,20
2165,rodent,200
2166,deer,20
2166,rodent,200
2167,deer,20
2167,rodent,200
2168,deer,20
2168,rodent,200
2169,deer,20
2169,rodent,200
2170,deer,20
2170,rodent,200
2171,deer,20
2171,rodent,200
2172,deer,20
2172,rodent,200
2173,deer,20
2173,rodent,200
2174,deer,20
2174,rodent,200
2175,deer,20
2175,rodent,200
2176,deer,20
2176,rodent,200
2177,deer,20
2177,rodent,200
2178,deer,20
2178,rodent,200
2179,deer,20
2179,rodent,200
2180,deer,20
2180,rodent,200
2181,deer,20
2181,rodent,200
2182,deer,20
2182,rodent,200
2183,deer,20
2183,rodent,200
2184,deer,20
2184,rodent,200
2185,deer,20
2185,rodent,200
2186,deer,20
2186,rodent,200
2187,deer,20
2187,rodent,200
2188,deer,20
2188,rodent,200
2189,deer,20
2189,rodent,200
2190,deer,20
2190,rodent,200
2191,deer,20
2191,rodent,200
2192,deer,20
2192,rodent,200
2193,deer,20
2193,rodent,200
2194,deer,20
2194,rodent,200
2195,deer,20
2195,rodent,200
2196,deer,20
2196,rodent,200
2197,deer,20
2197,rodent,200
2198,deer,20
2198,rodent,200
2199,deer,20
2199,rodent,200
2200,deer,20
2200,rodent,200
2201,deer,20
2201,rodent,200
2202,deer,20
2202,rodent,200
2203,deer,20
2203,rodent,200
2204,deer,20
2204,rodent,200
2205,deer,20
2205,rodent,200
2206,deer,20
2206,rodent,200
2207,deer,20
2207,rodent,200
2208,deer,20
2208,rodent,200
2209,deer,20
2209,rodent,200
2210,deer,20
2210,rodent,200
2211,deer,20
2211,rodent,200
2212,deer,20
2212,rodent,200
2213,deer,20
2213,rodent,200
2214,deer,20
2214,rodent,200
2215,deer,20
2215,rodent,200
2216,deer,20
2216,rodent,200
2217,deer,20
2217,rodent,200
2218,deer,20
2218,rodent,200
2219,deer,20
2219,rodent,200
2220,deer,20
2220,rodent,200
2221,deer,20
2221,rodent,200
2222,deer,20
2222,rodent,200
2223,deer,20
2223,rodent,200
2224,deer,20
2224,rodent,200
2225,deer,20
2225,rodent,200
2226,deer,20
2226,rodent,200
2227,deer,20
2227,rodent,200
2228,deer,20
2228,rodent,200
2229,deer,20
2229,rodent,200
2230,deer,20
2230,rodent,200
2231,deer,20
2231,rodent,200
2232,deer,20
2232,rodent,200
2233,deer,20
2233,rodent,200
2234,deer,20
2234,rodent,200
2235,deer,20
2235,rodent,200
2236,deer,20
2236,rodent,200
2237,deer,20
2237,rodent,200
2238,deer,20
2238,rodent,200
2239,deer,20
2239,rodent,200
2240,deer,20
2240,rodent,200
2241,deer,20
2241,rodent,200
2242,deer,20
2242,rodent,200
2243,deer,20
2243,rodent,200
2244,deer,20
2244,rodent,200
2245,deer,20
2245,rodent,200
2246,deer,20
2246,rodent,200
2247,deer,20
2247,rodent,200
2248,deer,20
2248,rodent,200
2249,deer,20
2249,rodent,200
2250,deer,20
2250,rodent,200
2251,deer,20
2251,rodent,200
2252,deer,20
2252,rodent,200
2253,deer,20
2253,rodent,200
2254,deer,20
2254,rodent,200
2255,deer,20
2255,rodent,200
2256,deer,20
2256,rodent,200
2257,deer,20
2257,rodent,200
2258,deer,20
2258,rodent,200
2259,deer,20
2259,rodent,200
2260,deer,20
2260,rodent,200
2261,deer,20
2261,rodent,200
2262,deer,20
2262,rodent,200
2263,deer,20
2263,rodent,200
2264,deer,20
2264,rodent,200
2265,deer,20
2265,rodent,200
2266,deer,20
2266,rodent,200
2267,deer,20
2267,rodent,200
2268,deer,20
2268,rodent,200
2269,deer,20
2269,rodent,200
2270,deer,20
2270,rodent,200
2271,deer,20
2271,rodent,200
2272,deer,20
2272,rodent,200
2273,deer,20
2273,rodent,200
2274,deer,20
2274,rodent,200
2275,deer,20
2275,rodent,200
2276,deer,20
2276,rodent,200
2277,deer,20
2277,rodent,200
2278,deer,20
2278,rodent,200
2279,deer,20
2279,rodent,200
2280,deer,20
2280,rodent,200
2281,deer,20
2281,rodent,200
2282,deer,20
2282,rodent,200
2283,deer,20
2283,rodent,200
2284,deer,20
2284,rodent,200
2285,deer,20
2285,rodent,200
2286,deer,20
2286,rodent,200
2287,deer,20
2287,rodent,200
2288,deer,20
2288,rodent,200
2289,deer,20
2289,rodent,200
2290,deer,20
2290,rodent,200
2291,deer,20
2291,rodent,200
2292,deer,20
2292,rodent,200
2293,deer,20
2293,rodent,200
2294,deer,20
2294,rodent,200
2295,deer,20
2295,rodent,200
2296,deer,20
2296,rodent,200
2297,deer,20
2297,rodent,200
2298,deer,20
2298,rodent,200
2299,deer,20
2299,rodent,200
2300,deer,20
2300,rodent,200
2301,deer,20
2301,rodent,200
2302,deer,20
2302,rodent,200
2303,deer,20
2303,rodent,200
2304,deer,20
2304,rodent,200
2305,deer,20
2305,rodent,200
2306,deer,20
2306,rodent,200
2307,deer,20
2307,rodent,200
2308,deer,20
2308,rodent,200
2309,deer,20
2309,rodent,200
2310,deer,20
2310,rodent,200
2311,deer,20
2311,rodent,200
2312,deer,20
2312,rodent,200
2313,deer,20
2313,rodent,200
2314,deer,20
2314,rodent,200
2315,deer,20
2315,rodent,200
2316,deer,20
2316,rodent,200
2317,deer,20
2317,rodent,200
2318,deer,20
2318,rodent,200
2319,deer,20
2319,rodent,200
2320,deer,20
2320,rodent,200
2321,deer,20
2321,rodent,200
2322,deer,20
2322,rodent,200
2323,deer,20
2323,rodent,200
2324,deer,20
2324,rodent,200
2325,deer,20
2325,rodent,200
2326,deer,20
2326,rodent,200
2327,deer,20
2327,rodent,200
2328,deer,20
2328,rodent,200
2329,deer,20
2329,rodent,200
2330,deer,20
2330,rodent,200
2331,deer,20
2331,rodent,200
2332,deer,20
2332,rodent,200
2333,deer,20
2333,rodent,200
2334,deer,20
2334,rodent,200
2335,deer,20
2335,rodent,200
2336,deer,20
2336,rodent,200
2337,deer,20
2337,rodent,200
2338,deer,20
2338,rodent,200
2339,deer,20
2339,rodent,200
2340,deer,20
2340,rodent,200
2341,deer,20
2341,rodent,200
2342,deer,20
2342,rodent,200
2343,deer,20
2343,rodent,200
2344,deer,20
2344,rodent,200
2345,deer,20
2345,rodent,200
2346,deer,20
2346,rodent,200
2347,deer,20
2347,rodent,200
2348,deer,20
2348,rodent,200
2349,deer,20
2349,rodent,200
2350,deer,20
2350,rodent,200
2351,deer,20
2351,rodent,200
2352,deer,20
2352,rodent,200
2353,deer,20
2353,rodent,200
2354,deer,20
2354,rodent,200
2355,deer,20
2355,rodent,200
2356,deer,20
2356,rodent,200
2357,deer,20
2357,rodent,200
2358,deer,20
2358,rodent,200
2359,deer,20
2359,rodent,200
2360,deer,20
2360,rodent,200
2361,deer,20
2361,rodent,200
2362,deer,20
2362,rodent,200
2363,deer,20
2363,rodent,200
2364,deer,20
2364,rodent,200
2365,deer,20
2365,rodent,200
2366,deer,20
2366,rodent,200
2367,deer,20
2367,rodent,200
2368,deer,20
2368,rodent,200
2369,deer,20
2369,rodent,200
2370,deer,20
2370,rodent,200
2371,deer,20
2371,rodent,200
2372,deer,20
2372,rodent,200
2373,deer,20
2373,rodent,200
2374,deer,20
2374,rodent,200
2375,deer,20
2375,rodent,200
2376,deer,20
2376,rodent,200
2377,deer,20
2377,rodent,200
2378,deer,20
2378,rodent,200
2379,deer,20
2379,rodent,200
2380,deer,20
2380,rodent,200
2381,deer,20
2381,rodent,200
2382,deer,20
2382,rodent,200
2383,deer,20
2383,rodent,200
2384,deer,20
2384,rodent,200
2385,deer,20
2385,rodent,200
2386,deer,20
2386,rodent,200
2387,deer,20
2387,rodent,200
2388,deer,20
2388,rodent,200
2389,deer,20
2389,rodent,200
2390,deer,20
2390,rodent,200
2391,deer,20
2391,rodent,200
2392,deer,20
2392,rodent,200
2393,deer,20
2393,rodent,200
2394,deer,20
2394,rodent,200
2395,deer,20
2395,rodent,200
2396,deer,20
2396,rodent,200
2397,deer,20
2397,rodent,200
2398,deer,20
2398,rodent,200
2399,deer,20
2399,rodent,200
2400,deer,20
2400,rodent,200
2401,deer,20
2401,rodent,200
2402,deer,20
2402,rodent,200
2403,deer,20
2403,rodent,200
2404,deer,20
2404,rodent,200
2405,deer,20
2405,rodent,200
2406,deer,20
2406,rodent,200
2407,deer,20
2407,rodent,200
2408,deer,20
2408,rodent,200
2409,deer,20
2409,rodent,200
2410,deer,20
2410,rodent,200
2411,deer,20
2411,rodent,200
2412,deer,20
2412,rodent,200
2413,deer,20
2413,rodent,200
2414,deer,20
2414,rodent,200
2415,deer,20
2415,rodent,200
2416,deer,20
2416,rodent,200
2417,deer,20
2417,rodent,200
2418,deer,20
2418,rodent,200
2419,deer,20
2419,rodent,200
2420,deer,20
2420,rodent,200
2421,deer,20
2421,rodent,200
2422,deer,20
2422,rodent,200
2423,deer,20
2423,rodent,200
2424,deer,20
2424,rodent,200
2425,deer,20
2425,rodent,200
2426,deer,20
2426,rodent,200
2427,deer,20
2427,rodent,200
2428,deer,20
2428,rodent,200
2429,deer,20
2429,rodent,200
2430,deer,20
2430,rodent,200
2431,deer,20
2431,rodent,200
2432,deer,20
2432,rodent,200
2433,deer,20
2433,rodent,200
2434,deer,20
2434,rodent,200
2435,deer,20
2435,rodent,200
2436,deer,20
2436,rodent,200
2437,deer,20
2437,rodent,200
2438,deer,20
2438,rodent,200
2439,deer,20
2439,rodent,200
2440,deer,20
2440,rodent,200
2441,deer,20
2441,rodent,200
2442,deer,20
2442,rodent,200
2443,deer,20
2443,rodent,200
2444,deer,20
2444,rodent,200
2445,deer,20
2445,rodent,200
2446,deer,20
2446,rodent,200
2447,deer,20
2447,rodent,200
2448,deer,20
2448,rodent,200
2449,deer,20
2449,rodent,200
2450,deer,20
2450,rodent,200
2451,deer,20
2451,rodent,200
2452,deer,20
2452,rodent,200
2453,deer,20
2453,rodent,200
2454,deer,20
2454,rodent,200
2455,deer,20
2455,rodent,200
2456,deer,20
2456,rodent,200
2457,deer,20
2457,rodent,200
2458,deer,20
2458,rodent,200
2459,deer,20
2459,rodent,200
2460,deer,20
2460,rodent,200
2461,deer,20
2461,rodent,200
2462,deer,20
2462,rodent,200
2463,deer,20
2463,rodent,200
2464,deer,20
2464,rodent,200
2465,deer,20
2465,rodent,200
2466,deer,20
2466,rodent,200
2467,deer,20
2467,rodent,200
2468,deer,20
2468,rodent,200
2469,deer,20
2469,rodent,200
2470,deer,20
2470,rodent,200
2471,deer,20
2471,rodent,200
2472,deer,20
2472,rodent,200
2473,deer,20
2473,rodent,200
2474,deer,20
2474,rodent,200
2475,deer,20
2475,rodent,200
2476,deer,20
2476,rodent,200
2477,deer,20
2477,rodent,200
2478,deer,20
2478,rodent,200
2479,deer,20
2479,rodent,200
2480,deer,20
2480,rodent,200
2481,deer,20
2481,rodent,200
2482,deer,20
2482,rodent,200
2483,deer,20
2483,rodent,200
2484,deer,20
2484,rodent,200
2485,deer,20
2485,rodent,200
2486,deer,20
2486,rodent,200
2487,deer,20
2487,rodent,200
2488,deer,20
2488,rodent,200
2489,deer,20
2489,rodent,200
2490,deer,20
2490,rodent,200
2491,deer,20
2491,rodent,200
2492,deer,20
2492,rodent,200
2493,deer,20
2493,rodent,200
2494,deer,20
2494,rodent,200
2495,deer,20
2495,rodent,200
2496,deer,20
2496,rodent,200
2497,deer,20
2497,rodent,200
2498,deer,20
2498,rodent,200
2499,deer,20
2499,rodent,200
2500,deer,20
2500,rodent,200
2501,deer,20
2501,rodent,200
2502,deer,20
2502,rodent,200
2503,deer,20
2503,rodent,200
2504,deer,20
2504,rodent,200
2505,deer,20
2505,rodent,200
2506,deer,20
2506,rodent,200
2507,deer,20
2507,rodent,200
2508,deer,20
2508,rodent,200
2509,deer,20
2509,rodent,200
2510,deer,20
2510,rodent,200
2511,deer,20
2511,rodent,200
2512,deer,20
2512,rodent,200
2513,deer,20
2513,rodent,200
2514,deer,20
2514,rodent,200
2515,deer,20
2515,rodent,200
2516,deer,20
2516,rodent,200
2517,deer,20
2517,rodent,200
2518,deer,20
2518,rodent,200
2519,deer,20
2519,rodent,200
2520,deer,20
2520,rodent,200
2521,deer,20
2521,rodent,200
2522,deer,20
2522,rodent,200
2523,deer,20
2523,rodent,200
2524,deer,20
2524,rodent,200
2525,deer,20
2525,rodent,200
2526,deer,20
2526,rodent,200
2527,deer,20
2527,rodent,200
2528,deer,20
2528,rodent,200
2529,deer,20
2529,rodent,200
2530,deer,20
2530,rodent,200
2531,deer,20
2531,rodent,200
2532,deer,20
2532,rodent,200
2533,deer,20
2533,rodent,200
2534,deer,20
2534,rodent,200
2535,deer,20
2535,rodent,200
2536,deer,20
2536,rodent,200
2537,deer,20
2537,rodent,200
2538,deer,20
2538,rodent,200
2539,deer,20
2539,rodent,200
2540,deer,20
2540,rodent,200
2541,deer,20
2541,rodent,200
2542,deer,20
2542,rodent,200
2543,deer,20
2543,rodent,200
2544,deer,20
2544,rodent,200
2545,deer,20
2545,rodent,200
2546,deer,20
2546,rodent,200
2547,deer,20
2547,rodent,200
2548,deer,20
2548,rodent,200
2549,deer,20
2549,rodent,200
2550,deer,20
2550,rodent,200
2551,deer,20
2551,rodent,200
2552,deer,20
2552,rodent,200
2553,deer,20
2553,rodent,200
2554,deer,20
2554,rodent,200
2555,deer,20
2555,rodent,200
2556,deer,20
2556,rodent,200
2557,deer,20
2557,rodent,200
2558,deer,20
2558,rodent,200
2559,deer,20
2559,rodent,200
2560,deer,20
2560,rodent,200
2561,deer,20
2561,rodent,200
2562,deer,20
2562,rodent,200
2563,deer,20
2563,rodent,200
2564,deer,20
2564,rodent,200
2565,deer,20
2565,rodent,200
2566,deer,20
2566,rodent,200
2567,deer,20
2567,rodent,200
2568,deer,20
2568,rodent,200
2569,deer,20
2569,rodent,200
2570,deer,20
2570,rodent,200
2571,deer,20
2571,rodent,200
2572,deer,20
2572,rodent,200
2573,deer,20
2573,rodent,200
2574,deer,20
2574,rodent,200
2575,deer,20
2575,rodent,200
2576,deer,20
2576,rodent,200
2577,deer,20
2577,rodent,200
2578,deer,20
2578,rodent,200
2579,deer,20
2579,rodent,200
2580,deer,20
2580,rodent,200
2581,deer,20
2581,rodent,200
2582,deer,20
2582,rodent,200
2583,deer,20
2583,rodent,200
2584,deer,20
2584,rodent,200
2585,deer,20
